	Phylum	Class
d6ec2b81fc8b5448efd0623134413e64	p__Firmicutes	c__Clostridia
610d0a4bcc51d603dd3a89e1fcf889d6	p__Proteobacteria	c__Betaproteobacteria
30fe177ff6167fae980cf79f44643bea	p__Bacteroidetes	c__Flavobacteriia
0c646a073df6cf6f1ef5f960ad0deccb	p__Bacteroidetes	c__Flavobacteriia
d1d49090e1d0d54aa370e09cd61e49fc	p__Proteobacteria	c__Deltaproteobacteria
269da07c5fd669c386681fb8b2b6a0d4	p__Firmicutes	c__Clostridia
10a28986b8cbda49ed9ea942516a0b62	p__Firmicutes	c__Clostridia
068cff3f1833ad8daee765a9f3903281	p__Bacteroidetes	c__At12OctB3
74326067c85a670ac6e599dc558b400d	p__Firmicutes	c__Bacilli
c80cea6caf46af3d05c80e121d19f40c	p__Gemmatimonadetes	c__Gemmatimonadetes
b513c023a728ea6299aba2cf5a14024a	p__Actinobacteria	c__Thermoleophilia
7cb2f01da8973c61819f4578ff5f187b	p__TM7	c__TM7_3
e3ec5e0cc3ca7fd332e971cd3fe7c49c	p__Proteobacteria	c__Alphaproteobacteria
8d65cafa9a11899796fa489f586b98ab	p__Proteobacteria	c__Deltaproteobacteria
c7ccdca3ba5205178949355afb5dc8a9	p__Acidobacteria	c__iii1_8
2fdbb59fbc8ab3c9a79536c06794d533	p__Bacteroidetes	c__Saprospirae
d2933eac282af1f28d37cfad431b7066	p__TM7	c__TM7_1
f419abf9e2737cfee21139bc49bc7b0a	p__TM7	c__TM7_1
6eb2bbea9b370e1d7935294af0645eb4	p__Bacteroidetes	c__Cytophagia
771318c7a2625f2afe4688a2eee14ad1	p__TM7	c__TM7_3
fd4efc755da9c0ea5aa4756f6f475101	p__Proteobacteria	c__Alphaproteobacteria
a19765c2391b96d8b8122eb29299d82e	p__TM7	c__TM7_1
a5dbc5444019c4e2e9bfe8620c4de7ec		
f24c1321e9acbde4ba5d3b12f8a915f3	p__Actinobacteria	c__Actinobacteria
3290d30862d7fd93d96f7c10ca68e9e9	p__Acidobacteria	c__Sva0725
91294797c227c5c920ed905f2c108b9e	p__Bacteroidetes	c__Bacteroidia
f6a63560f7f41e59e065e3ba7f3f0b30	p__TM7	c__TM7_3
423bd4a0857075e0822bb60c22eec80c	p__Proteobacteria	c__Alphaproteobacteria
0bd7c3595d9dffd661945991a706b1b2	p__Proteobacteria	c__Gammaproteobacteria
9ae85bf015b9704930f5ea35ca393b10	p__Proteobacteria	c__Gammaproteobacteria
94b2b5bc66488dd9f0b0a900ff235024	p__Actinobacteria	c__Acidimicrobiia
0f9efa5b7f1eceb9a8c66a53fe239e80	p__Chloroflexi	c__Chloroflexi
d34fecd77228f18a720c61d51175af58	p__Proteobacteria	c__Alphaproteobacteria
f3a299437e7e3e7a46db1ecaa5582b1f	p__Bacteroidetes	c__Cytophagia
a7ce510c6e2e112f8039bc5380d5e0c0	p__Proteobacteria	c__Deltaproteobacteria
b85d25db95deea90dc51477cecc97c4f	p__Bacteroidetes	c__Sphingobacteriia
178560cb446980af32630aed0a306f42	p__Bacteroidetes	c__Rhodothermi
41012ce5b1f59701a631ca144bbe68ee	p__Acidobacteria	c__Chloracidobacteria
80bc34e33e2792d40f6e09035d764989	p__BRC1	c__PRR_11
587f49c231f9f2b8cc0945383bbd6dd8	p__Proteobacteria	c__Alphaproteobacteria
04e8be8f41a1448d716f929864e713bd	p__Planctomycetes	c__Phycisphaerae
bd6e2f3eb9ad682c4f607ad3463ebe1f	p__Proteobacteria	c__Alphaproteobacteria
83c95097933e0523bee860f90602f235	p__Proteobacteria	c__Deltaproteobacteria
52849c359a7fc204b5c7ee5e44e6d284	p__Crenarchaeota	c__MBGA
f768322a27f5e897560fc43a1e498ba3	p__Nitrospirae	c__Nitrospira
73740c906389af285f6e4ab97c31f227	p__Proteobacteria	c__Betaproteobacteria
f0caba91e6e00b54ae7b5cd0d0b92a6e	p__Firmicutes	c__Bacilli
7439ea65eed8bd15ce7e4bccc32ed265	p__Proteobacteria	c__Alphaproteobacteria
671db2ad7417aa7ad542ac8b89ff292d	p__Proteobacteria	c__Gammaproteobacteria
a9dba70a09f46bd339b3a5d52ad50987	p__Proteobacteria	c__Gammaproteobacteria
c6c29e3edb770ef1be443614f731b0b4	p__Proteobacteria	c__Betaproteobacteria
324580e3eeaab660ad2e122bfaf26709	p__Proteobacteria	c__Betaproteobacteria
6c34db1f00af03e81bfdaaa0e31f58c8	p__Firmicutes	c__Clostridia
57a9d9d225c74c9b466c69618da04ca0	p__Proteobacteria	c__Alphaproteobacteria
d0b18f29ba2b4a00c093558f65a1239f	p__Proteobacteria	c__Betaproteobacteria
1ecea04edd11955ee8573a1b4b9d7377	p__Proteobacteria	c__Alphaproteobacteria
a9d0de8dd4bfe04fcacd1b13e412154c	p__Proteobacteria	c__Betaproteobacteria
a5b395da36316d37da1bbd2e9545df99	p__Proteobacteria	c__Alphaproteobacteria
7a766ad70dab727ee38ff3e62d27c910	p__Proteobacteria	c__Betaproteobacteria
423b692ebbe651bece9021eb332aaae3	p__Proteobacteria	c__Gammaproteobacteria
afb92082d5b86b5ef68a9f2473c0d696	p__Bacteroidetes	c__Cytophagia
0bd3e0be01c260a3f280d50f32c15627	p__Proteobacteria	c__Gammaproteobacteria
892e63a84561c2fb59b02e1ef846b153	p__Actinobacteria	c__Acidimicrobiia
9248db61dd4b34fb1d1c6a26fbdddc05	p__Chloroflexi	c__Dehalococcoidetes
d8688de2fe94114dfc5f1415d6d1e2c0	p__Proteobacteria	c__Gammaproteobacteria
bbb550fdf2d31ecb0423085f0418d1a0	p__Gemmatimonadetes	c__Gemmatimonadetes
3c102293239d473d6e2000f7b7b30eee	p__Proteobacteria	c__Deltaproteobacteria
eb294467cfc801487b9414a015d50cae	p__Firmicutes	c__Clostridia
1e27054740c26b55f22a83d152575946	p__Proteobacteria	c__Betaproteobacteria
f8cd1fcd2b708724772333ad1696b997	p__Proteobacteria	c__Alphaproteobacteria
e980a684f6f8fc3bd08f7767a982e4ec	p__TM7	c__TM7_1
9f885c778e008574b5e1c18421741ad0	p__Proteobacteria	c__Alphaproteobacteria
cdbd03df3395769f962190004b92ff69	p__Chloroflexi	c__Dehalococcoidetes
fd0c57ecb13210ed148aa7eb7065480a	p__Crenarchaeota	c__MCG
49990e9df380a7dee8ac51a522a4fa87	p__TM7	c__TM7_3
60f170b7f8881689fd1dc32429cd7870	p__Chloroflexi	c__Dehalococcoidetes
f45502bf758a9c7203dd8d113ed8ab84	p__Proteobacteria	c__Gammaproteobacteria
7e4e837e9631b4ba634fba2fe6e03242	p__Proteobacteria	c__Betaproteobacteria
f437fec804c2c1b816ba57a0969098d7	p__Proteobacteria	c__Deltaproteobacteria
ec4104af3d84908f296e616de0f8e0e1	p__Bacteroidetes	c__Flavobacteriia
a2f53038e010a06b6120020e7268eb72	p__Proteobacteria	c__Betaproteobacteria
a3031eadc7cf89d7880cacb772949612	p__Proteobacteria	c__Betaproteobacteria
5ba775528dddd601018bf3394178c991	p__Proteobacteria	c__Gammaproteobacteria
4911f87a70b056d0d653f23beac76b4a	p__Proteobacteria	c__Deltaproteobacteria
1318de7041e65cb2cb7c4e668ca6fbe4	p__Proteobacteria	c__Betaproteobacteria
fece0081369ab88e3db64c9bb847d81e	p__Verrucomicrobia	c__Pedosphaerae
c487e6a2399b4c73c4a1a2b9887e836c		
a32e7df77b1f4d20612be237bf24132c	p__Proteobacteria	c__Gammaproteobacteria
95cf8ed1f1de183a7b00aedfed85b54a	p__Bacteroidetes	c__Cytophagia
8adf2781a6871b556459d342ca4dea80	p__Bacteroidetes	c__Saprospirae
52ac97fc2d1232dbba7758d7a56bff34	p__Bacteroidetes	c__Cytophagia
169aaa123c7a9c2d4b4c5598cead1a6d	p__Acidobacteria	c__Acidobacteria_6
7db32eaa1782a07d1e8071662b605e50	p__Bacteroidetes	c__Saprospirae
aa203eb34fd2d9550cbc8d10d11ac171	p__Firmicutes	c__Clostridia
7b49c2236a1c7df0895fe65045178c50	p__Proteobacteria	c__Gammaproteobacteria
170c916763dd077b19b13415b552e88f	p__Proteobacteria	c__Gammaproteobacteria
6bd4a9d343411f9baeb435fb4a0ae34d	p__Bacteroidetes	c__Saprospirae
52a5d82dbfb7fe936df45f9a07197863	p__Bacteroidetes	c__At12OctB3
558c7ba71c3c65c499e0f7f61d7e111b	p__Proteobacteria	c__Alphaproteobacteria
3857e0d18b77021d27480c7459b8b8e9	p__Proteobacteria	c__Alphaproteobacteria
3012260de9f6e9e3beb3c7b9bcc306d1	p__Bacteroidetes	c__Saprospirae
4a5f1467bfdefa24d29b6ef2763dbc00	p__Actinobacteria	c__Actinobacteria
5848e5906af04e0005e324aa7cce2994	p__Bacteroidetes	c__Bacteroidia
89d7ca7698d72871ffac87455cc78a08	p__Proteobacteria	c__Betaproteobacteria
1bdaa462aa77226d1561329de204c7fe	p__Bacteroidetes	c__Bacteroidia
a82a815dcbfe4bf4d558d37a15cb47b5	p__Planctomycetes	c__Phycisphaerae
70a40d29d036a81eb896bceeb66608aa	p__Bacteroidetes	c__Bacteroidia
2fde09d9049b983a796ac7cc553e3356	p__Proteobacteria	c__Gammaproteobacteria
0ef76c9031439c477f9e3d916beb94ea	p__Chloroflexi	c__Anaerolineae
fecd2a7945aefa72afcae5fca7fdc949	p__Proteobacteria	c__Gammaproteobacteria
c72db237959e0528600cad20296289f2	p__Firmicutes	c__Clostridia
f7cb5e9fc4a617e7604af5458b56ab30	p__Actinobacteria	c__Acidimicrobiia
1e74e14d76212d052b87ec513c632b8c	p__Proteobacteria	c__Betaproteobacteria
526cb6dd705a36986725f1878a209738	p__Gemmatimonadetes	c__Gemm_5
cdedf896a6a43708e577537adebbece3	p__Bacteroidetes	c__Saprospirae
2083d133a1d41d5e3c85cc23ddb13eaa	p__Acidobacteria	c__Acidobacteria_6
3570b50911ae109a4bc19646fe5ed679	p__Proteobacteria	c__Gammaproteobacteria
2c3113b5db02fb8dc72b888ca64dea8a	p__Proteobacteria	c__Deltaproteobacteria
8d3c5ab4678477a151ca86bbdb23ec5f	p__Firmicutes	c__Bacilli
4a49d3f7ef8f1767c1481305faf27d5d	p__Proteobacteria	c__Betaproteobacteria
67e28a691e6ee317c7d72a968849adc4	p__Bacteroidetes	c__Saprospirae
ba5c4b412b52d35890916f9cb14cd03d	p__Proteobacteria	c__Betaproteobacteria
8d91d038f707579860c78d25078a0e4a	p__Cyanobacteria	c__4C0d_2
0cac83efe66b4994d15a55dc07ac7758	p__Proteobacteria	c__Gammaproteobacteria
bd32d0a99accb882fcdd10a85632105a	p__Bacteroidetes	c__Sphingobacteriia
d64baa95746e308dd4e9fa9ed2e5e768	p__Bacteroidetes	c__Saprospirae
7d00ab594dd8c3e92eb3faf5c3be1d69	p__Proteobacteria	c__Alphaproteobacteria
536edb4b600f031c87f8126e9e07f5e1	p__Verrucomicrobia	c__Spartobacteria
1023bf72ccad343108eeaacb452546e3	p__Proteobacteria	c__Alphaproteobacteria
a6767091dc203b99207f83de378201c4	p__Acidobacteria	c__Acidobacteria_6
c97af2ea6424ca67aa79a9438520ba50	p__Proteobacteria	c__Alphaproteobacteria
37aee71b27c022c88bf0b58e715fa3cb	p__Proteobacteria	c__Betaproteobacteria
360ee640ee010d064b656d7a1e74bf82	p__Proteobacteria	c__Alphaproteobacteria
0d92767d833cba658c7cde9463cc7068	p__Bacteroidetes	c__Cytophagia
b0268fd3dc1e38cb517f431248014b0c	p__Bacteroidetes	c__Saprospirae
8e8596755af5d28b81d71c65859006a4	p__Actinobacteria	c__Actinobacteria
61df9e120e34a016ab465a3136221d68	p__Proteobacteria	c__Alphaproteobacteria
59e3e4c50c9335ed66681a7294aaba22	p__Proteobacteria	c__Gammaproteobacteria
8562023b0d1f0027b18dad1cecd47611	p__Proteobacteria	c__Gammaproteobacteria
e9699e6b61d196643db06330ed64c7d8	p__Proteobacteria	c__Betaproteobacteria
eb6553ac1195dea9d060a121ae1c08fd	p__Actinobacteria	c__Actinobacteria
76f1713b5098cc7446843c3309bdc88e	p__Proteobacteria	c__Alphaproteobacteria
7652fa137484ae432430ac5d094861e4	p__Bacteroidetes	c__Flavobacteriia
9f3697f24039624ae6637c3985f0b802	p__Proteobacteria	c__Gammaproteobacteria
a6056171d0fc79d828a1206da579af4c	p__Proteobacteria	c__Betaproteobacteria
118c9fd142f341d51bcf570ae75ae0b0	p__Proteobacteria	c__Gammaproteobacteria
60e1c37aed26bb12bb022fd4acca2ecd	p__Proteobacteria	c__Deltaproteobacteria
f20f98c2a88fc57b13fe52baa9a64df3	p__Proteobacteria	c__Gammaproteobacteria
376cbe892be6a7cb34aa7d489a61b5ce	p__Proteobacteria	c__Deltaproteobacteria
7652ea57b36d3a040296506a199edc4e	p__Proteobacteria	c__Alphaproteobacteria
247809d6c9fd3597e54e1df609f053d1	p__Proteobacteria	c__Alphaproteobacteria
0ccbf735a84100983635ff5583c76610	p__Proteobacteria	c__Gammaproteobacteria
a3f26e93c81b0a16345450708494b430	p__Proteobacteria	c__Betaproteobacteria
c4eda7adbd9e12fdb8f13a9b5575c17e	p__Proteobacteria	c__Betaproteobacteria
30584810817ad0df6b2e4ecbc60aa7a7	p__Euryarchaeota	c__Thermoplasmata
beccb9ff052b0db0fb7f574bbad8c340	p__Proteobacteria	c__Deltaproteobacteria
227b5b3e20e93dd5338b1d99e332740a	p__Proteobacteria	c__Alphaproteobacteria
389bf5c688940a5d2be5f5d43d660400	p__Proteobacteria	c__Alphaproteobacteria
aefa69eb0b571239f99aa6e24d99f9a8	p__Chloroflexi	c__Dehalococcoidetes
7c99c7e1799db4bbfc5560fbdc41c1ba	p__Acidobacteria	c__Acidobacteria_6
1dcca1c68b426da677a918d0f46f11fb	p__Proteobacteria	c__Betaproteobacteria
b677245fe9ce17a573920a4fe91b30e7	p__Proteobacteria	c__Betaproteobacteria
bb0b71dbbd5342e1b8f6b30e64633502	p__Firmicutes	c__Bacilli
4415eb702b63f2fe754449e4c61a1d3c	p__Gemmatimonadetes	c__Gemmatimonadetes
a30c5215a5cf9ed98961585dafb1ed69	p__Gemmatimonadetes	c__Gemm_1
363d69c5e7710762e8a32689919ec6db	p__OD1	c__ZB2
2ce9ab0fe1fdcdb9a2921f6a001ecd71	p__Proteobacteria	c__Betaproteobacteria
abecce4ab3ec94b674a1b576b7c5c64d	p__Proteobacteria	c__Deltaproteobacteria
ac244c9a8b83301bcab00d8823bf96fa	p__Proteobacteria	c__Alphaproteobacteria
f61efdb81a55102e28f08e8f705712b8	p__Bacteroidetes	c__Saprospirae
c8f75a35e3678cdfefb4438b7ba6c1b9	p__Actinobacteria	c__Actinobacteria
e506b38295db18a248fe93699c8ef4dc	p__Proteobacteria	c__Betaproteobacteria
eda6ad8a33b9ed3ad9471d0eb8418eeb	p__Bacteroidetes	c__Sphingobacteriia
cc203f1b17e06d6efd3a84775f3c73f3	p__Chloroflexi	c__Anaerolineae
28946b7aff4019a224bf39280971564b	p__Bacteroidetes	c__Saprospirae
3e3fb197aea24f91ecfcbfbb38c6d210	p__Proteobacteria	c__Gammaproteobacteria
b092e130d3c3652768246b80df5f7d84	p__Proteobacteria	c__Betaproteobacteria
e9006818be1ea54b6b533846edc0ba65	p__Proteobacteria	c__Gammaproteobacteria
d3754c4d8eedb58b9d33dceffaceb7a2	p__Proteobacteria	c__Alphaproteobacteria
6d0916894f7a1288c537f96aebc269ae	p__Proteobacteria	c__Betaproteobacteria
53b924461da2cebe529f05057b53460a	p__Actinobacteria	c__Thermoleophilia
e6f95404bd737c9eae45ed8b3c5c7d6b	p__Spirochaetes	c__Spirochaetes
e44aeee1d0af838f301f78db365dc115	p__Bacteroidetes	c__Saprospirae
4b4b4c26cbf230c372d33b4a595130d6	p__Proteobacteria	c__Betaproteobacteria
8477a925c005e063a3687e3c15175beb	p__Crenarchaeota	c__MCG
98dc5f90c81b3fda4f10bf69efad02f2	p__Proteobacteria	c__Deltaproteobacteria
21c9777731b7e072282ccc458e6c2dc0	p__Proteobacteria	c__Alphaproteobacteria
4c4231a23570653a938430dfb177c993	p__Chloroflexi	c__Dehalococcoidetes
26ee16d4d922756bdeae53b2f826866f	p__Crenarchaeota	c__MCG
f529198f56641d01dae99d51ce2defe7	p__Proteobacteria	c__Deltaproteobacteria
8a1c25bd4d4f713b1604d656e91ccf77	p__Proteobacteria	c__Gammaproteobacteria
60ae08ae2482cd072cd8dd209a987e91	p__Proteobacteria	c__Deltaproteobacteria
cda1a3c176cc98d5b92fc5e049ef9053	p__Proteobacteria	c__Betaproteobacteria
53cf325db24706329c49e374fc265966	p__Spirochaetes	c__Spirochaetes
45729ff9f23fdb4dd6dbcbff1ae926a7	p__Proteobacteria	c__Deltaproteobacteria
ce085a78dc48fedd970e3229bbb3fbc2	p__Proteobacteria	c__Gammaproteobacteria
cbc4dc1f9ca122229ed9d9304eb27d06	p__Actinobacteria	c__Actinobacteria
7b451c038b33f6b6ee38f83acf0fbc3d	p__Proteobacteria	c__Betaproteobacteria
d2dfa3c822d3c91cc9377a05eaf3a8b6	p__Parvarchaeota	c__Parvarchaea
fe2b3f768f89f6926c0a739ef99540c5	p__Crenarchaeota	c__MCG
c9636a29cd684c2c0dc674485992dab5	p__Proteobacteria	c__Gammaproteobacteria
18ebc1ac0ccd62f26f48f90a5a03ad9c	p__Proteobacteria	c__Betaproteobacteria
898d4e99532f8c59aeb633acb1fdbb62	p__Bacteroidetes	c__Flavobacteriia
6bfc95851e1c3d5dd0c793224b2aec24	p__Bacteroidetes	c__Saprospirae
89509123afdffcfdb879cc0ff688b8c6	p__Bacteroidetes	c__Cytophagia
64cce8c3dee392726d2dba7cfb809f7b	p__	c__
405d99c79f34eec927af9a1bed52ec96	p__Proteobacteria	c__Betaproteobacteria
df5987ed6761cfa89edf623ba75c2aa2	p__Proteobacteria	c__Gammaproteobacteria
fd0e172a849d9f94b3d958e7a83ca811	p__Proteobacteria	c__Betaproteobacteria
785d586529e9a8c1aa688f294835dae7	p__Synergistetes	c__Synergistia
374170292e29a824ce42ef9eafbf87e0	p__TM6	c__SJA_4
37d563d69574fd53dfd85ae2dc1ec89e	p__Bacteroidetes	c__Cytophagia
9c5969afb9b4c01014e235f06ce4c156	p__Firmicutes	c__Clostridia
1ba9709336e1384b5ebdd73852767b66	p__Firmicutes	c__Clostridia
1f053da90f7f065818f69bce257d68ec	p__Chloroflexi	c__Anaerolineae
288aa66df1c865ccaac88805a68e6f14	p__Proteobacteria	c__Betaproteobacteria
f7f07a5e4b0bd9cefb6e6c03b8c63079	p__Firmicutes	c__Clostridia
759d6e5df17e865c89ea5aa9c213c704	p__Proteobacteria	c__Gammaproteobacteria
fe0741b05432fd655bcbed391b82aee1	p__Bacteroidetes	c__Cytophagia
b24644da66c0a6b45f3d4f2a10459125	p__Firmicutes	c__Clostridia
6ce96db8a9781e758e2d64f88853473f	p__Bacteroidetes	c__Bacteroidia
b88bbf74f5a7cdfffaddaec5ec29b533	p__Bacteroidetes	c__Cytophagia
cabdf065487134d098a33860c137b29f	p__Bacteroidetes	c__Cytophagia
e5482a2142de11674a6babed38f5c112	p__Proteobacteria	c__Deltaproteobacteria
23674bf9cfeef325a8489424ef0dc50c	p__Bacteroidetes	c__Saprospirae
9aee9a268690bad5507bf543b6c50068	p__Armatimonadetes	c__0319_6E2
3966f2dfc1845c8fa3c1a47505d0004b	p__Bacteroidetes	c__Saprospirae
304c554e0cc254b2ef8656cfd30404ad	p__Planctomycetes	c__Phycisphaerae
93511924a54825f5e7a529e9972ec7f2	p__Gemmatimonadetes	c__Gemmatimonadetes
c3ad77e8177bf67c250619b8d08cbc51	p__Chloroflexi	c__Anaerolineae
c1b55b3b62fa2ab827e184b1f093c664	p__Chloroflexi	c__Thermomicrobia
8bf9c8446e8b296cbaacf2a51b638a88	p__Proteobacteria	c__Gammaproteobacteria
c18d03d027f4f2a5e37a9d86fc7f2620	p__Actinobacteria	c__Acidimicrobiia
087f75f66989804e6d098ac0f0ef8a54	p__Gemmatimonadetes	c__Gemm_3
fb7bd23a9edaf6439df2b9ceb1306911	p__Bacteroidetes	c__Saprospirae
48bb8200ba2c526c1743c891c9406a8d	p__Bacteroidetes	c__Flavobacteriia
dd637c019f5a2a48ef7a7a0bfe670e9a	p__Acidobacteria	c__Acidobacteria_6
8e7c06c15c7fa6a5f537dee301db6c65	p__Bacteroidetes	c__Saprospirae
269ea7375681fae8d1ee97ce495c698b	p__Proteobacteria	c__Gammaproteobacteria
ebb36920a1204665237a7cfe4f7b91fa	p__Cyanobacteria	c__Oscillatoriophycideae
de7cebb496151be28e3ae19a22ce3381	p__Proteobacteria	c__Betaproteobacteria
c8dcc480151b6e28e47cdb62f7304c05	p__Bacteroidetes	c__Flavobacteriia
e9fd85b9905d93cfb74b2290951eff05	p__Chloroflexi	c__Anaerolineae
418f86a1b56e8df90deba9932f0327a9	p__Proteobacteria	c__Betaproteobacteria
c517d4b376d522ff2eacfc1809b7e945	p__Proteobacteria	c__Gammaproteobacteria
92ccf34eb600fe782b8a642b6e05897b	p__Proteobacteria	c__Alphaproteobacteria
8d3b603aa2c0bac4c1978c95b0f7ddc5	p__TM7	c__TM7_1
0f42b4db1ec95e37bf004186dff1d8d1	p__Bacteroidetes	c__Cytophagia
d500154ac3a5f1ef71932e8e8234768c	p__Euryarchaeota	c__Methanomicrobia
550e24e1fb145a2ccc7565504b7861cb	p__Firmicutes	c__Bacilli
8e5a2ce04569afb02d604c446b8f4e51	p__Proteobacteria	c__Deltaproteobacteria
4e73efba36bef3dfecc621a8f84e34f5	p__Proteobacteria	c__Deltaproteobacteria
bc13cab3430caf945177f4a0a4b4f54f	p__Gemmatimonadetes	c__Gemmatimonadetes
84c64be60395c72e02b79538013b989c	p__Chloroflexi	c__Ellin6529
b418a3ed70079cd962ca7d1503b8a818	p__Proteobacteria	c__Gammaproteobacteria
a65601d7510c96c9c549e4a101b5ba8f	p__Proteobacteria	c__Deltaproteobacteria
5ed1b98d73f37c29b915e3136284d24d	p__Proteobacteria	c__Betaproteobacteria
3a6c1d3d5cade4ac50096c282aa44104	p__Cyanobacteria	c__4C0d_2
0692bf79bf5e467812c74a36cdb96bac	p__Proteobacteria	c__Gammaproteobacteria
4de28e9ca338e7cbc584cbcaa6f29fc4	p__Proteobacteria	c__Deltaproteobacteria
b90f7b631bed3ccfac249a372184939b	p__Chloroflexi	c__TK17
e1244f4e57b0172b2191a0fdbc284e91	p__Proteobacteria	c__Deltaproteobacteria
bd4e9aade70316af6a657135d4d06660	p__Elusimicrobia	c__Elusimicrobia
87e5a925930fb5202f77675738cb1c21	p__Proteobacteria	c__Gammaproteobacteria
c84280767ba2c39cb9d281418f996a1b	p__TM7	c__TM7_1
3a2b115bab408966f07d435eeffb051c	p__OP8	c__OP8_1
3ca4528d40a142215d2f3cf6f9f991a7	p__Verrucomicrobia	c__Verrucomicrobiae
7cfdf91031402253f4b23ba6f2b69219	p__Planctomycetes	c__Phycisphaerae
db56ddb2d4ecaf28316aebe861187647	p__Proteobacteria	c__Gammaproteobacteria
e84e6ecdc9298b78ee42a234e195ff7f	p__Bacteroidetes	c__Bacteroidia
f1673bc6ff4287397a404c1647ce7877	p__Crenarchaeota	c__MCG
2542990946727d28d30bf690819efdc7	p__Firmicutes	c__Erysipelotrichi
e58104541e6da974f691d791ef498273	p__Bacteroidetes	c__Sphingobacteriia
1c55a4ff8f8423332eb5badc7099ef5f	p__Proteobacteria	c__Alphaproteobacteria
d87a54989942b814ec8c95d9fea397e3	p__Actinobacteria	c__Actinobacteria
fef747e320b15143c49b66cc86194ec8	p__Proteobacteria	c__Alphaproteobacteria
0dbcf62a5e865b1340bdc176af1b89ea	p__Euryarchaeota	c__Methanomicrobia
77320357f1c2669dd8808fa9841a2be8	p__Proteobacteria	c__Betaproteobacteria
fd6243f928faf97d749341d2fc4f58cc	p__Chlorobi	c__Ignavibacteria
974e572925e0ab83b57a5f8e0622533a	p__Proteobacteria	c__Betaproteobacteria
1c69f0167934d4498e8841dea2529d4a	p__Bacteroidetes	c__Sphingobacteriia
72650b4cdde4c46e56ceb09d817568b0	p__Proteobacteria	c__Deltaproteobacteria
a0981745c792c745b39ec6b736b655ed	p__Bacteroidetes	c__Saprospirae
0a53bafe80f7d24a40a714779c1ba03e		
77633e8197f3bb7484e8b275e3e02e03	p__Proteobacteria	c__Betaproteobacteria
fe464cb4aae5064d86a0d2bc92c616c9	p__Chloroflexi	c__Dehalococcoidetes
1a71fff7e7277bc67e2f77c6f38777b9	p__Chloroflexi	c__Anaerolineae
8fb893ee3b1c9744e93cf2f3514a1b06	p__Chloroflexi	c__Anaerolineae
cb577851d5ba400c9efc81d3e57b0014	p__Proteobacteria	c__Betaproteobacteria
ee43b30a07130ce7931207a33c6ca1bd	p__Chloroflexi	c__Dehalococcoidetes
fbc6c6049da2b1a8d0a8af4d98c6c432	p__Chloroflexi	c__Anaerolineae
cd62169eb47d7d87b9a470ec1deb28c0	p__Proteobacteria	c__Gammaproteobacteria
43510a3c76e22eaecfd85cc8c5556dd2	p__OD1	c__
5eaece52b751247212ea68cf6f36b5a4	p__Proteobacteria	c__Betaproteobacteria
b398b2b73be60007c6fc30c4d5b3feb5	p__Proteobacteria	c__Gammaproteobacteria
2b3e979a04563f39e280316be269649e	p__Proteobacteria	c__Gammaproteobacteria
f85569450c38473ff5aeff504d02eee0	p__Firmicutes	c__Clostridia
ed86318044cfaa36d14547c134aa527b	p__Chloroflexi	c__Dehalococcoidetes
fb77d6279947d94f51b516a4c149d3c2	p__Firmicutes	c__Clostridia
3879906716c98dcf1a8e4d675c978bc4	p__Proteobacteria	c__Betaproteobacteria
d94601f5cb216756ea30321b52d07e8f	p__Proteobacteria	c__Deltaproteobacteria
5ff139409bb1008e99824495e80ccb7d	p__Proteobacteria	c__Gammaproteobacteria
a5d108f88ccb6836cc3ea7283c9c22f9	p__Proteobacteria	c__Gammaproteobacteria
fa64622158d764f7718e2749988f1a0e	p__Crenarchaeota	c__MCG
45a369fcf1d67afe4e046339b66dd2a3	p__Acidobacteria	c__iii1_8
7a36a82e8544c15e0b1f88f7bc8c76c3	p__Chloroflexi	c__Dehalococcoidetes
6191831b44939c086e5ae9af0efda5d7	p__Proteobacteria	c__Alphaproteobacteria
a65cf2ee159d8f7524f079147c423739	p__Acidobacteria	c__Solibacteres
a98466c8298fdd3503c10fdc893728e9	p__Proteobacteria	c__
2333517f6470ebea3c3d6c6009a7fb9d	p__Actinobacteria	c__Acidimicrobiia
6fc4f1f976814d223418e0fd8da6b0a9	p__Bacteroidetes	c__Bacteroidia
e3b015e690b8751ee9ef99eeecfbd7bf	p__Bacteroidetes	c__Bacteroidia
0f6a6b3c14e7ae9b7ccaee6f7813862c	p__Cyanobacteria	c__ML635J_21
08b2b30c6e16a5bc4f38518ce915ae89	p__Chloroflexi	c__Anaerolineae
36cb8ebd7af421e090dffc8c02aa74c5	p__Firmicutes	c__Bacilli
7fc3f702cf90e4b5d4c4362c26692e7d	p__Bacteroidetes	c__Saprospirae
8d2153465265d112d91544da5f8c0b2c	p__Firmicutes	c__Clostridia
10554b74e92a2ecab49b016f2cffbe29	p__Proteobacteria	c__Gammaproteobacteria
4150f020b375ad8ba1f384ec5fdd1cb4	p__Firmicutes	c__Clostridia
4ff07d5dd9ecd36410a12d01506f6fc7	p__Firmicutes	c__Clostridia
e50a496173e99ad44c4823e2ab88739f	p__Proteobacteria	c__Alphaproteobacteria
06ad76f24aed5ebd08200d56bf3a964b	p__Proteobacteria	c__Betaproteobacteria
7aa4ee4eef5f261f6fc5118dcf511c8b	p__Proteobacteria	c__Alphaproteobacteria
387fec37321b9bbba53feb5698bf2f09	p__Firmicutes	c__Clostridia
